supplier,sku,laya,laya_prob
IEK,030200767_,"Трубы, кабель-каналы, лотки",0.5115
IEK,030200768_,"Трубы, кабель-каналы, лотки",0.6862
IEK,030200769_,Розетки и выключатели,0.8399
IEK,030200770_,"Трубы, кабель-каналы, лотки",0.4703
IEK,030200771_,Розетки и выключатели,0.724
IEK,030200772_,"Кабель, провод, СКС",0.5196
IEK,030200773_,Светильники и лампы,0.3261
IEK,030200774_,"Кабель, провод, СКС",0.6327
IEK,030200775_,"Кабель, провод, СКС",0.4566
IEK,030200776_,"Кабель, провод, СКС",0.4736
IEK,030200777_,"Кабель, провод, СКС",0.4009
IEK,030200778_,"Кабель, провод, СКС",0.3689
IEK,030200779_,Измерения и инструмент,0.8479
IEK,030200780_,"Кабель, провод, СКС",0.4854
IEK,030200781_,"Трубы, кабель-каналы, лотки",0.6579
IEK,030200782_,"Трубы, кабель-каналы, лотки",0.5095
IEK,030200784_,"Трубы, кабель-каналы, лотки",0.685
IEK,030200785_,"Трубы, кабель-каналы, лотки",0.6475
IEK,030200786_,Розетки и выключатели,0.9244
IEK,030200787_,"Трубы, кабель-каналы, лотки",0.574
IEK,030200789_,"Кабель, провод, СКС",0.3112
IEK,030200809_,Розетки и выключатели,0.734
IEK,030200810_,Щиты и боксы,0.6379
IEK,030200811_,"Кабель, провод, СКС",0.4918
IEK,030200812_,"Кабель, провод, СКС",0.499
IEK,030200813_,"Кабель, провод, СКС",0.5176
IEK,030200814_,"Кабель, провод, СКС",0.5028
IEK,030200815_,"Трубы, кабель-каналы, лотки",0.4514
IEK,030200816_,"Кабель, провод, СКС",0.4057
IEK,030200817_,Розетки и выключатели,0.5367
IEK,030200818_,Розетки и выключатели,0.4572
IEK,030200819_,"Кабель, провод, СКС",0.3258
IEK,030200820_,"Кабель, провод, СКС",0.264
IEK,030200821_,"Кабель, провод, СКС",0.2809
IEK,030200822_,"Кабель, провод, СКС",0.28
IEK,030200823_,"Кабель, провод, СКС",0.3722
IEK,030200824_,"Кабель, провод, СКС",0.4854
IEK,030200825_,"Кабель, провод, СКС",0.5503
IEK,030200826_,Розетки и выключатели,0.7952
IEK,030200827_,Щиты и боксы,0.4629
IEK,030200828_,"Кабель, провод, СКС",0.5786
IEK,030200829_,"Кабель, провод, СКС",0.5855
IEK,030200830_,"Кабель, провод, СКС",0.6076
IEK,030200831_,"Кабель, провод, СКС",0.5702
IEK,030200832_,"Трубы, кабель-каналы, лотки",0.501
IEK,030200833_,Измерения и инструмент,0.4894
IEK,030200834_,Щиты и боксы,0.4585
IEK,030200835_,"Кабель, провод, СКС",0.5217
IEK,030200836_,"Кабель, провод, СКС",0.2697
IEK,030200837_,"Кабель, провод, СКС",0.1847
IEK,030200838_,"Кабель, провод, СКС",0.1806
IEK,030200839_,"Кабель, провод, СКС",0.1971
IEK,030200840_,Измерения и инструмент,0.5208
IEK,030200841_,"Кабель, провод, СКС",0.575
IEK,030200842_,"Кабель, провод, СКС",0.4504
IEK,030200843_,"Трубы, кабель-каналы, лотки",0.399
IEK,030200844_,"Кабель, провод, СКС",0.6634
IEK,030200845_,Розетки и выключатели,0.8985
IEK,030200846_,"Кабель, провод, СКС",0.6006
IEK,030200847_,Щиты и боксы,0.3145
IEK,030200848_,Щиты и боксы,0.3101
IEK,030200849_,Щиты и боксы,0.3347
IEK,030200850_,Щиты и боксы,0.2958
IEK,030200851_,Щиты и боксы,0.3269
IEK,030200852_,Щиты и боксы,0.2543
IEK,030200853_,Щиты и боксы,0.3457
IEK,030200854_,Щиты и боксы,0.2566
IEK,030200855_,Щиты и боксы,0.3159
IEK,030200856_,"Кабель, провод, СКС",0.2882
IEK,030200857_,Щиты и боксы,0.2766
IEK,030200858_,"Кабель, провод, СКС",0.2294
IEK,030200859_,Щиты и боксы,0.2652
IEK,030200860_,Щиты и боксы,0.211
IEK,030200861_,"Кабель, провод, СКС",0.2584
IEK,030200862_,"Кабель, провод, СКС",0.2071
IEK,030200863_,"Кабель, провод, СКС",0.2432
IEK,030200864_,Щиты и боксы,0.4588
IEK,030200865_,Щиты и боксы,0.2909
IEK,030200866_,"Кабель, провод, СКС",0.3417
IEK,030200867_,Измерения и инструмент,0.5051
IEK,030200868_,Щиты и боксы,0.4921
IEK,030200869_,"Трубы, кабель-каналы, лотки",0.4766
IEK,030200870_,"Кабель, провод, СКС",0.4404
IEK,030200871_,"Трубы, кабель-каналы, лотки",0.4603
IEK,030200872_,"Трубы, кабель-каналы, лотки",0.404
IEK,030200873_,"Кабель, провод, СКС",0.3871
IEK,030200874_,Измерения и инструмент,0.428
IEK,030200875_,Розетки и выключатели,0.9975
IEK,030200876_,"Кабель, провод, СКС",0.4072
IEK,030200877_,"Шины, клеммы, изоляторы",0.3981
IEK,030200878_,Измерения и инструмент,0.6457
IEK,030200879_,"Трубы, кабель-каналы, лотки",0.5744
IEK,030200885_,Светильники и лампы,0.528
IEK,030200886_,"Кабель, провод, СКС",0.5916
IEK,030200889_,"Шины, клеммы, изоляторы",0.4934
IEK,030200890_,"Шины, клеммы, изоляторы",0.5219
IEK,030200891_,"Шины, клеммы, изоляторы",0.55
IEK,030200892_,"Кабель, провод, СКС",0.553
IEK,030200893_,Щиты и боксы,0.2195
IEK,030200894_,Щиты и боксы,0.4573
IEK,030200895_,Щиты и боксы,0.3034
IEK,030200896_,"Кабель, провод, СКС",0.2947
IEK,030200897_,Щиты и боксы,0.2607
IEK,030200898_,Щиты и боксы,0.3516
IEK,030200899_,Щиты и боксы,0.2235
IEK,030200900_,"Кабель, провод, СКС",0.2923
IEK,030200901_,Щиты и боксы,0.2455
IEK,030200902_,Щиты и боксы,0.3532
IEK,030200903_,Щиты и боксы,0.2201
IEK,030200904_,"Кабель, провод, СКС",0.2914
IEK,030200905_,"Трубы, кабель-каналы, лотки",0.7805
IEK,030200908_,"Трубы, кабель-каналы, лотки",0.9503
IEK,030200909_,"Трубы, кабель-каналы, лотки",0.9483
IEK,030200910_,"Трубы, кабель-каналы, лотки",0.8598
IEK,030200911_,"Трубы, кабель-каналы, лотки",0.6319
IEK,030200912_,Розетки и выключатели,0.7812
IEK,030200915_,Розетки и выключатели,0.4344
IEK,030200916_,"Трубы, кабель-каналы, лотки",0.5719
IEK,030200917_,Розетки и выключатели,0.6908
IEK,030200918_,Розетки и выключатели,0.5968
IEK,030200920_,"Трубы, кабель-каналы, лотки",0.5759
IEK,030200923_,Щиты и боксы,0.7606
IEK,030200924_,Щиты и боксы,0.498
IEK,030200925_,Щиты и боксы,0.4495
IEK,030200926_,"Трубы, кабель-каналы, лотки",0.4581
IEK,030200931_,"Кабель, провод, СКС",0.5224
IEK,030200933_,"Кабель, провод, СКС",0.472
IEK,030200935_,Розетки и выключатели,0.9411
IEK,030200938_,"Кабель, провод, СКС",0.4061
IEK,030200939_,"Трубы, кабель-каналы, лотки",0.3093
IEK,030200940_,Розетки и выключатели,0.553
IEK,030200941_,Розетки и выключатели,0.9162
IEK,030200943_,"Кабель, провод, СКС",0.6429
IEK,030200944_,"Кабель, провод, СКС",0.7662
IEK,030200945_,"Кабель, провод, СКС",0.8241
IEK,030200946_,"Кабель, провод, СКС",0.7658
IEK,030200947_,"Трубы, кабель-каналы, лотки",0.7272
IEK,030200948_,"Трубы, кабель-каналы, лотки",0.837
IEK,030200949_,"Трубы, кабель-каналы, лотки",0.7729
IEK,030200950_,"Трубы, кабель-каналы, лотки",0.8249
IEK,030200951_,"Кабель, провод, СКС",0.2194
IEK,030200952_,Светильники и лампы,0.2211
IEK,030200953_,"Кабель, провод, СКС",0.3387
IEK,030200954_,"Кабель, провод, СКС",0.4578
IEK,030200955_,"Кабель, провод, СКС",0.4254
IEK,030200956_,Измерения и инструмент,0.6216
IEK,030200957_,Измерения и инструмент,0.6323
IEK,030200958_,Измерения и инструмент,0.8996
IEK,030200959_,Измерения и инструмент,0.4189
IEK,030200960_,Измерения и инструмент,0.5573
IEK,030200961_,"Кабель, провод, СКС",0.7416
IEK,030200962_,"Кабель, провод, СКС",0.5182
IEK,030200963_,Измерения и инструмент,0.5942
IEK,030200964_,"Кабель, провод, СКС",0.4978
IEK,030200965_,"Кабель, провод, СКС",0.529
IEK,030200966_,"Трубы, кабель-каналы, лотки",0.4574
IEK,030200967_,"Трубы, кабель-каналы, лотки",0.4575
IEK,030200968_,"Трубы, кабель-каналы, лотки",0.5051
IEK,030200969_,"Трубы, кабель-каналы, лотки",0.5535
IEK,030200970_,"Кабель, провод, СКС",0.8296
IEK,030200971_,"Кабель, провод, СКС",0.842
IEK,030200972_,"Кабель, провод, СКС",0.751
IEK,030200973_,"Кабель, провод, СКС",0.7608
IEK,030200974_,"Кабель, провод, СКС",0.8148
IEK,030200975_,Розетки и выключатели,0.8852
IEK,030200976_,Розетки и выключатели,0.7457
IEK,030200977_,Розетки и выключатели,0.4927
IEK,030200978_,Щиты и боксы,0.3479
IEK,030200979_,Щиты и боксы,0.2974
IEK,030200980_,Розетки и выключатели,0.9939
IEK,030200981_,Розетки и выключатели,0.996
IEK,030200982_,Розетки и выключатели,0.8915
IEK,030200983_,Розетки и выключатели,0.681
IEK,030200984_,Розетки и выключатели,0.996
IEK,030200985_,Розетки и выключатели,0.3771
IEK,030200986_,Розетки и выключатели,0.2831
IEK,030200987_,Розетки и выключатели,0.2836
IEK,030200988_,"Кабель, провод, СКС",0.6275
IEK,030200989_,"Трубы, кабель-каналы, лотки",0.7967
IEK,030200990_,"Трубы, кабель-каналы, лотки",0.4426
IEK,030201012_,Розетки и выключатели,0.7613
IEK,030201017_,"Кабель, провод, СКС",0.4568
IEK,030201018_,"Кабель, провод, СКС",0.5065
IEK,030201019_,"Кабель, провод, СКС",0.2128
IEK,030201020_,"Кабель, провод, СКС",0.4271
IEK,030201021_,Розетки и выключатели,0.9895
IEK,030201022_,"Кабель, провод, СКС",0.5097
